q[nm-1] time=2017-08-25T17:54:39.604838+0200|I_title=SSH2_FT|||elev=4.14414e-06sah=-85sav=-1.49997|sav=-1.49997|dis=2.99977|T1=3276.7-time=2017-08-25T16:04:56.211499+0200|I_title=wat_FT_3|||elev=4.14414e-06sah=-85sav=-1.49997|sav=-1.49997|dis=2.99977|T1=3276.7 
1.6160400000e+00 2.8423200000e-03 8.7950963295e-05 
1.6197600000e+00 2.8798900000e-03 8.7779065489e-05 
1.6234800000e+00 2.9415200000e-03 8.7838295660e-05 
1.6272000000e+00 2.9746900000e-03 8.7970065164e-05 
1.6309200000e+00 2.8764200000e-03 8.7558407099e-05 
1.6346400000e+00 2.8762200000e-03 8.7427004272e-05 
1.6383600000e+00 2.8045700000e-03 8.7206532179e-05 
1.6420800000e+00 2.7609500000e-03 8.8738072617e-05 
1.6458000000e+00 2.8532200000e-03 8.8109493872e-05 
1.6495200000e+00 2.8360900000e-03 8.8869333489e-05 
1.6532400000e+00 2.7480000000e-03 8.8311038106e-05 
1.6569600000e+00 2.7148800000e-03 8.8620803514e-05 
1.6606800000e+00 2.7472800000e-03 8.8432992871e-05 
1.6643900000e+00 2.8650400000e-03 8.8830027037e-05 
1.6681100000e+00 2.9298300000e-03 9.0563870775e-05 
1.6718300000e+00 2.7646200000e-03 9.0179736531e-05 
1.6755500000e+00 2.8825600000e-03 9.0837833694e-05 
1.6792700000e+00 2.7598200000e-03 9.1623207994e-05 
1.6829900000e+00 2.8148000000e-03 9.2215719068e-05 
1.6867100000e+00 2.9603200000e-03 9.3440720194e-05 
1.6904300000e+00 2.8066300000e-03 9.2457899816e-05 
1.6941500000e+00 2.7169600000e-03 9.2012808326e-05 
1.6978700000e+00 2.7310500000e-03 9.3586975864e-05 
1.7015900000e+00 2.6856300000e-03 9.3589772945e-05 
1.7053100000e+00 2.5921100000e-03 9.1846381299e-05 
1.7090300000e+00 2.5962100000e-03 9.2301266999e-05 
1.7127500000e+00 2.5987000000e-03 9.5037682372e-05 
1.7164700000e+00 2.7875800000e-03 9.5426439901e-05 
1.7201800000e+00 2.8654900000e-03 9.4079354281e-05 
1.7239000000e+00 2.8550700000e-03 9.4122262758e-05 
1.7276200000e+00 2.8164500000e-03 9.3766985365e-05 
1.7313400000e+00 2.7440500000e-03 9.4385688201e-05 
1.7350600000e+00 2.7564300000e-03 9.4396084788e-05 
1.7387800000e+00 2.7595200000e-03 9.4122774253e-05 
1.7425000000e+00 2.6584200000e-03 9.7742601713e-05 
1.7462200000e+00 2.7222600000e-03 9.7694493114e-05 
1.7499400000e+00 2.8712800000e-03 9.5221995609e-05 
1.7536600000e+00 2.9475800000e-03 9.7288058334e-05 
1.7573800000e+00 2.9010200000e-03 9.8047225647e-05 
1.7611000000e+00 2.7385200000e-03 9.5507160741e-05 
1.7648200000e+00 2.5816500000e-03 9.5256513442e-05 
1.7685400000e+00 2.5561700000e-03 9.4621834244e-05 
1.7722600000e+00 2.6732400000e-03 9.5625000616e-05 
1.7759700000e+00 2.5335500000e-03 9.5089873676e-05 
1.7796900000e+00 2.5174400000e-03 9.4638409708e-05 
1.7834100000e+00 2.5780700000e-03 9.5393325391e-05 
1.7871300000e+00 2.6662600000e-03 9.5816852659e-05 
1.7908500000e+00 2.7033800000e-03 9.6279499332e-05 
1.7945700000e+00 2.5325500000e-03 9.5510583045e-05 
1.7982900000e+00 2.5923200000e-03 9.5416108736e-05 
1.8020100000e+00 2.5676700000e-03 9.4959193231e-05 
1.8057300000e+00 2.4759500000e-03 9.5376228007e-05 
1.8094500000e+00 2.6231300000e-03 9.7672528412e-05 
1.8131700000e+00 2.6361900000e-03 9.6119842055e-05 
1.8168900000e+00 2.4901900000e-03 9.5445037795e-05 
1.8206100000e+00 2.5357700000e-03 9.7666804332e-05 
1.8243300000e+00 2.6581400000e-03 1.0003722064e-04 
1.8280400000e+00 2.6455400000e-03 9.8447133945e-05 
1.8317600000e+00 2.4282900000e-03 9.5444338099e-05 
1.8354800000e+00 2.5818000000e-03 9.6819762585e-05 
1.8392000000e+00 2.5975900000e-03 9.7074429474e-05 
1.8429200000e+00 2.6005500000e-03 9.8236080989e-05 
1.8466400000e+00 2.6299600000e-03 9.6505797877e-05 
1.8503600000e+00 2.5854700000e-03 9.6991526796e-05 
1.8540800000e+00 2.6931800000e-03 1.0265188203e-04 
1.8578000000e+00 2.6521200000e-03 1.0636397706e-04 
1.8615200000e+00 2.5949500000e-03 9.9013845587e-05 
1.8652400000e+00 2.5401500000e-03 9.9774063769e-05 
1.8689600000e+00 2.6042500000e-03 1.0246671663e-04 
1.8726800000e+00 2.4953200000e-03 1.0109884681e-04 
1.8764000000e+00 2.4359000000e-03 1.0211901421e-04 
1.8801200000e+00 2.4855600000e-03 1.0182248342e-04 
1.8838300000e+00 2.3118400000e-03 1.0306440993e-04 
1.8875500000e+00 2.3505600000e-03 1.0779272844e-04 
1.8912700000e+00 2.4073200000e-03 1.0859149724e-04 
1.8949900000e+00 2.3247400000e-03 1.0552040746e-04 
1.8987100000e+00 2.3138200000e-03 1.0380838389e-04 
1.9024300000e+00 2.3970100000e-03 1.0615471782e-04 
1.9061500000e+00 2.4346300000e-03 1.0793140090e-04 
1.9098700000e+00 2.5752900000e-03 1.0985937359e-04 
1.9135900000e+00 2.4767800000e-03 1.1028638969e-04 
1.9173100000e+00 2.4090600000e-03 1.0971976153e-04 
1.9210300000e+00 2.3650500000e-03 1.1159275090e-04 
1.9247500000e+00 2.3725600000e-03 1.1097933143e-04 
1.9284700000e+00 2.2377200000e-03 1.2000211978e-04 
1.9321900000e+00 2.1758000000e-03 1.1687650178e-04 
1.9359100000e+00 2.2315700000e-03 1.1224048003e-04 
1.9396200000e+00 2.3355900000e-03 1.1398062268e-04 
1.9433400000e+00 2.3106300000e-03 1.1730986126e-04 
1.9470600000e+00 2.3299900000e-03 1.1827743230e-04 
1.9507800000e+00 2.4615300000e-03 1.2217220946e-04 
1.9545000000e+00 2.3582500000e-03 1.2004385119e-04 
1.9582200000e+00 2.3354600000e-03 1.1872684211e-04 
1.9619400000e+00 2.3373000000e-03 1.2020899453e-04 
1.9656600000e+00 2.2969200000e-03 1.1808581755e-04 
1.9693800000e+00 2.3202500000e-03 1.2286065527e-04 
1.9731000000e+00 2.2848200000e-03 1.2562332598e-04 
1.9768200000e+00 2.5005200000e-03 1.2229606003e-04 
1.9805400000e+00 2.3740100000e-03 1.2112431212e-04 
1.9842600000e+00 2.3374300000e-03 1.2812260122e-04 
1.9879800000e+00 2.3239000000e-03 1.2622408875e-04 
1.9916900000e+00 2.2386000000e-03 1.2226215757e-04 
1.9954100000e+00 2.1986300000e-03 1.2403087430e-04 
1.9991300000e+00 2.2286700000e-03 1.2478545588e-04 
2.0028500000e+00 2.1163000000e-03 1.2724736949e-04 
2.0065700000e+00 2.1088900000e-03 1.2421333592e-04 
2.0102900000e+00 2.1421900000e-03 1.2603907056e-04 
2.0140100000e+00 2.3988200000e-03 1.4094222394e-04 
2.0177300000e+00 2.3799800000e-03 1.3369070020e-04 
2.0214500000e+00 2.0879400000e-03 1.2992531926e-04 
2.0251700000e+00 2.0372900000e-03 1.2979293040e-04 
2.0288900000e+00 2.4820900000e-03 1.3324775850e-04 
2.0326100000e+00 2.4370500000e-03 1.3556349757e-04 
2.0363300000e+00 2.3579500000e-03 1.3310510462e-04 
2.0400500000e+00 2.2665500000e-03 1.3763284217e-04 
2.0437700000e+00 2.1500700000e-03 1.4211855214e-04 
2.0474800000e+00 1.9518400000e-03 1.4150696300e-04 
2.0512000000e+00 1.9197500000e-03 1.3094868167e-04 
2.0549200000e+00 2.0887000000e-03 1.3631920510e-04 
2.0586400000e+00 2.0840600000e-03 1.4306415261e-04 
2.0623600000e+00 1.8882600000e-03 1.3922135442e-04 
2.0660800000e+00 1.7870200000e-03 1.3247100154e-04 
2.0698000000e+00 1.8020500000e-03 1.3588979731e-04 
2.0735200000e+00 1.8315400000e-03 1.3790654505e-04 
2.0772400000e+00 1.9497200000e-03 1.4489088733e-04 
2.0809600000e+00 2.2692300000e-03 1.4863716547e-04 
2.0846800000e+00 2.2179400000e-03 1.4485644991e-04 
2.0884000000e+00 2.2416600000e-03 1.4434203391e-04 
2.0921200000e+00 2.0692400000e-03 1.5111649830e-04 
2.0958400000e+00 1.9751000000e-03 1.4171098823e-04 
2.0995600000e+00 1.9734400000e-03 1.4431491407e-04 
2.1032700000e+00 1.9278400000e-03 1.4860911408e-04 
2.1069900000e+00 1.7174600000e-03 1.4552862846e-04 
2.1107100000e+00 1.7331000000e-03 1.5320956671e-04 
2.1144300000e+00 1.8091900000e-03 1.5699031531e-04 
2.1181500000e+00 1.9591300000e-03 1.5288716956e-04 
2.1218700000e+00 1.9528700000e-03 1.5398877326e-04 
2.1255900000e+00 1.8105900000e-03 1.4781416710e-04 
2.1293100000e+00 1.7084400000e-03 1.4661733090e-04 
2.1330300000e+00 1.8589500000e-03 1.5234931568e-04 
2.1367500000e+00 1.8214600000e-03 1.6669798363e-04 
2.1404700000e+00 1.9319200000e-03 1.6822585678e-04 
2.1441900000e+00 1.9404500000e-03 1.5694551813e-04 
2.1479100000e+00 2.1960800000e-03 1.7628631481e-04 
2.1516300000e+00 1.9369300000e-03 1.5139536335e-04 
2.1553400000e+00 1.8541700000e-03 1.5557099781e-04 
2.1590600000e+00 1.8347600000e-03 1.6628268893e-04 
2.1627800000e+00 1.7483600000e-03 1.7458644163e-04 
2.1665000000e+00 1.8246800000e-03 1.7596564643e-04 
2.1702200000e+00 2.0039300000e-03 1.6582049428e-04 
2.1739400000e+00 1.7202800000e-03 1.8143846410e-04 
2.1776600000e+00 1.5270000000e-03 1.6342400073e-04 
2.1813800000e+00 1.7365800000e-03 1.7004294675e-04 
2.1851000000e+00 1.7252700000e-03 1.8592544691e-04 
2.1888200000e+00 1.6598500000e-03 1.6615102748e-04 
2.1925400000e+00 1.8827300000e-03 1.6422308874e-04 
2.1962600000e+00 2.0429400000e-03 1.7022427409e-04 
2.1999800000e+00 2.1357200000e-03 1.8132928548e-04 
2.2037000000e+00 2.1671000000e-03 1.8582841535e-04 
2.2074200000e+00 1.6504200000e-03 2.2158259041e-04 
2.2111300000e+00 1.5532500000e-03 2.0319440043e-04 
2.2148500000e+00 1.5906900000e-03 1.6752808965e-04 
2.2185700000e+00 1.8243400000e-03 1.7088088579e-04 
2.2222900000e+00 1.5450500000e-03 1.7218382390e-04 
2.2260100000e+00 1.6245000000e-03 1.7958876925e-04 
2.2297300000e+00 1.6548400000e-03 1.9272948239e-04 
2.2334500000e+00 1.8518700000e-03 2.0500534723e-04 
2.2371700000e+00 1.8342200000e-03 2.1844312384e-04 
2.2408900000e+00 1.6810600000e-03 2.0707672727e-04 
2.2446100000e+00 1.5682600000e-03 1.8556377180e-04 
2.2483300000e+00 1.5865300000e-03 1.8047498303e-04 
2.2520500000e+00 1.4694300000e-03 1.8729873169e-04 
2.2557700000e+00 1.6362300000e-03 2.1736834191e-04 
2.2594900000e+00 1.7655600000e-03 2.3785111787e-04 
2.2632100000e+00 1.5700000000e-03 2.0037830478e-04 
2.2669200000e+00 1.4773600000e-03 2.2354597692e-04 
2.2706400000e+00 1.4974500000e-03 1.9971257700e-04 
2.2743600000e+00 1.4605800000e-03 2.1365898814e-04 
2.2780800000e+00 1.2186800000e-03 2.1826574344e-04 
2.2818000000e+00 1.2840000000e-03 2.2189336989e-04 
2.2855200000e+00 1.7084300000e-03 2.2908887034e-04 
2.2892400000e+00 1.5972300000e-03 2.5168443850e-04 
2.2929600000e+00 1.5265800000e-03 2.4034616690e-04 
2.2966800000e+00 1.7021400000e-03 2.0778680116e-04 
2.3004000000e+00 1.7144400000e-03 2.1317050000e-04 
2.3041200000e+00 1.9068100000e-03 2.2516215460e-04 
2.3078400000e+00 1.9443500000e-03 2.4868745744e-04 
2.3115600000e+00 1.8488900000e-03 2.4612013804e-04 
2.3152800000e+00 1.7516600000e-03 2.7695483634e-04 
2.3189900000e+00 1.2210200000e-03 2.7023684136e-04 
2.3227100000e+00 1.3330900000e-03 2.5325024063e-04 
2.3264300000e+00 1.3309900000e-03 2.1968821034e-04 
2.3301500000e+00 1.5177600000e-03 2.2677204226e-04 
2.3338700000e+00 1.6663700000e-03 2.4061917866e-04 
2.3375900000e+00 1.7730100000e-03 2.7730058502e-04 
2.3413100000e+00 1.4794600000e-03 2.6343736614e-04 
2.3450300000e+00 1.5135900000e-03 2.5226682354e-04 
2.3487500000e+00 1.5621900000e-03 2.7605822453e-04 
2.3524700000e+00 1.6318600000e-03 2.9076525406e-04 
2.3561900000e+00 1.5290200000e-03 2.5818640588e-04 
2.3599100000e+00 1.6181700000e-03 2.8592872727e-04 
2.3636300000e+00 1.8057100000e-03 2.5791285673e-04 
2.3673500000e+00 1.3194800000e-03 2.7382601891e-04 
2.3710700000e+00 1.2671900000e-03 2.6447411816e-04 
2.3747800000e+00 1.0417900000e-03 2.5402192416e-04 
2.3785000000e+00 1.0710500000e-03 2.6883743410e-04 
2.3822200000e+00 1.2086000000e-03 3.1965447355e-04 
2.3859400000e+00 1.0291800000e-03 2.9853513945e-04 
2.3896600000e+00 8.7915000000e-04 2.8085535101e-04 
2.3933800000e+00 1.2500500000e-03 2.9491617244e-04 
2.3971000000e+00 1.5054800000e-03 3.6675296917e-04 
2.4008200000e+00 1.0930400000e-03 3.4442761665e-04 
2.4045400000e+00 9.9495000000e-04 3.6523626975e-04 
2.4082600000e+00 1.1373000000e-03 3.1745664420e-04 
2.4119800000e+00 9.8891000000e-04 3.5512473200e-04 
2.4157000000e+00 1.6603400000e-03 4.5658637240e-04 
2.4194200000e+00 1.8096700000e-03 4.3260837853e-04 
2.4231400000e+00 1.1043000000e-03 5.3491916653e-04 
2.4268600000e+00 8.2877000000e-04 3.7998752636e-04 
2.4305700000e+00 1.2480900000e-03 4.0366353274e-04 
2.4342900000e+00 7.3392000000e-04 3.9604104988e-04 
2.4380100000e+00 4.3239000000e-04 4.2521068307e-04 
2.4417300000e+00 1.2140800000e-03 3.9160875920e-04 
2.4454500000e+00 1.1414300000e-03 4.0307552757e-04 
2.4491700000e+00 7.9012000000e-04 4.1164656853e-04 
2.4528900000e+00 5.6710000000e-05 4.1563160055e-04 
2.4566100000e+00 5.6239000000e-04 5.1107062297e-04 
2.4603300000e+00 1.0544300000e-03 4.1633389862e-04 
2.4640500000e+00 1.5666100000e-03 4.4234453620e-04 
2.4677700000e+00 1.5246400000e-03 4.7824847176e-04 
2.4714900000e+00 1.4369900000e-03 5.4165581077e-04 
2.4752100000e+00 9.6987000000e-04 4.2558140959e-04 
2.4789300000e+00 1.1694700000e-03 4.4034694734e-04 
2.4826500000e+00 1.3681600000e-03 4.5776634796e-04 
2.4863600000e+00 1.6303500000e-03 4.8186973383e-04 
2.4900800000e+00 1.1642200000e-03 5.1932882625e-04 
2.4938000000e+00 4.7048000000e-04 5.7682604264e-04 
2.4975200000e+00 9.4852000000e-04 4.5992896488e-04 
2.5012400000e+00 1.0399700000e-03 4.9082764289e-04 
2.5049600000e+00 8.2882000000e-04 5.3087788185e-04 
2.5086800000e+00 1.3059800000e-03 6.7162626953e-04 
2.5124000000e+00 1.4678900000e-03 4.8759267755e-04 
2.5161200000e+00 1.0953400000e-03 4.9092119099e-04 
2.5198400000e+00 1.5925500000e-03 5.1885572973e-04 
2.5235600000e+00 1.7321100000e-03 5.6282833612e-04 
2.5272800000e+00 1.1107600000e-03 5.6366840769e-04 
2.5310000000e+00 9.3854000000e-04 6.8540148645e-04 
2.5347200000e+00 1.2741100000e-03 1.0255550975e-03 
2.5384300000e+00 3.8727000000e-04 9.8280873032e-04 
2.5421500000e+00 6.0994000000e-04 8.1660422215e-04 
2.5458700000e+00 2.7657000000e-04 9.9461155427e-04 
2.5495900000e+00 7.0089000000e-04 1.5620925370e-03 
2.5533100000e+00 1.6871000000e-03 2.7291294234e-03 
