q[nm-1] time=2017-08-25T17:42:45.519214+0200|I_title=SSH1_FT|||elev=4.14414e-06sah=-85sav=-1.49997|sav=-1.49997|dis=2.99977|T1=3276.7-time=2017-08-25T16:04:56.211499+0200|I_title=wat_FT_3|||elev=4.14414e-06sah=-85sav=-1.49997|sav=-1.49997|dis=2.99977|T1=3276.7 
1.5974500000e+00 5.1328800000e-03 9.4366994681e-05 
1.6011700000e+00 5.1736500000e-03 9.4378978031e-05 
1.6048900000e+00 5.1382600000e-03 9.4211822051e-05 
1.6086100000e+00 5.1047900000e-03 9.4031939513e-05 
1.6123200000e+00 5.0107700000e-03 9.3671585948e-05 
1.6160400000e+00 4.8142300000e-03 9.2905970964e-05 
1.6197600000e+00 4.7990900000e-03 9.2559497228e-05 
1.6234800000e+00 4.8952700000e-03 9.2711554636e-05 
1.6272000000e+00 4.8157600000e-03 9.2442497561e-05 
1.6309200000e+00 4.6758700000e-03 9.1910644041e-05 
1.6346400000e+00 4.6584300000e-03 9.1740927353e-05 
1.6383600000e+00 4.6259600000e-03 9.1697989461e-05 
1.6420800000e+00 4.6920600000e-03 9.3502494911e-05 
1.6458000000e+00 4.7123300000e-03 9.2774315825e-05 
1.6495200000e+00 4.6957800000e-03 9.3328253668e-05 
1.6532400000e+00 4.5488100000e-03 9.2833327483e-05 
1.6569600000e+00 4.5849400000e-03 9.3252737418e-05 
1.6606800000e+00 4.6463000000e-03 9.3225076200e-05 
1.6643900000e+00 4.7217200000e-03 9.3451034428e-05 
1.6681100000e+00 4.6241900000e-03 9.4769900461e-05 
1.6718300000e+00 4.5687300000e-03 9.4808652581e-05 
1.6755500000e+00 4.4372100000e-03 9.4436805126e-05 
1.6792700000e+00 4.4576800000e-03 9.5970226640e-05 
1.6829900000e+00 4.5209900000e-03 9.6568502279e-05 
1.6867100000e+00 4.5233700000e-03 9.7146555831e-05 
1.6904300000e+00 4.5613300000e-03 9.6642480634e-05 
1.6941500000e+00 4.4954200000e-03 9.6422999782e-05 
1.6978700000e+00 4.4404000000e-03 9.8162488441e-05 
1.7015900000e+00 4.3904900000e-03 9.7919599031e-05 
1.7053100000e+00 4.3320500000e-03 9.6556605467e-05 
1.7090300000e+00 4.3378100000e-03 9.6841440155e-05 
1.7127500000e+00 4.3654200000e-03 9.8898656323e-05 
1.7164700000e+00 4.2662800000e-03 9.8999891642e-05 
1.7201800000e+00 4.2341700000e-03 9.7175820013e-05 
1.7239000000e+00 4.3472600000e-03 9.7745585013e-05 
1.7276200000e+00 4.3603900000e-03 9.7641047824e-05 
1.7313400000e+00 4.2801900000e-03 9.8032356670e-05 
1.7350600000e+00 4.2116000000e-03 9.7910812646e-05 
1.7387800000e+00 4.2408500000e-03 9.7632785445e-05 
1.7425000000e+00 4.0909300000e-03 9.9842617073e-05 
1.7462200000e+00 4.1223900000e-03 1.0080824457e-04 
1.7499400000e+00 4.1830700000e-03 9.8297309770e-05 
1.7536600000e+00 4.2013500000e-03 1.0080173876e-04 
1.7573800000e+00 4.0545300000e-03 9.9186802465e-05 
1.7611000000e+00 3.9392700000e-03 9.7971512801e-05 
1.7648200000e+00 3.8728800000e-03 9.8560562258e-05 
1.7685400000e+00 3.9929000000e-03 9.8112881477e-05 
1.7722600000e+00 3.9558000000e-03 9.8292618047e-05 
1.7759700000e+00 3.9934600000e-03 9.8678046191e-05 
1.7796900000e+00 4.0152900000e-03 9.8485141186e-05 
1.7834100000e+00 3.8772500000e-03 9.8537812500e-05 
1.7871300000e+00 3.8817500000e-03 9.8555992405e-05 
1.7908500000e+00 3.8409500000e-03 9.8192085364e-05 
1.7945700000e+00 3.9053400000e-03 9.9018150579e-05 
1.7982900000e+00 3.8477500000e-03 9.8168566754e-05 
1.8020100000e+00 3.8540100000e-03 9.8086976546e-05 
1.8057300000e+00 3.8208500000e-03 9.9825530040e-05 
1.8094500000e+00 3.6977300000e-03 1.0028056447e-04 
1.8131700000e+00 3.6275000000e-03 9.8070985916e-05 
1.8168900000e+00 3.5123000000e-03 9.7406155519e-05 
1.8206100000e+00 3.4368900000e-03 9.9145695650e-05 
1.8243300000e+00 3.5602800000e-03 1.0177100489e-04 
1.8280400000e+00 3.5836700000e-03 1.0003032824e-04 
1.8317600000e+00 3.5447900000e-03 9.7910915833e-05 
1.8354800000e+00 3.5963200000e-03 9.8941768512e-05 
1.8392000000e+00 3.5682600000e-03 9.8708107182e-05 
1.8429200000e+00 3.4465200000e-03 9.9597496826e-05 
1.8466400000e+00 3.3232000000e-03 9.7193969694e-05 
1.8503600000e+00 3.3677100000e-03 9.7989850239e-05 
1.8540800000e+00 3.4377400000e-03 1.0508020547e-04 
1.8578000000e+00 3.3635100000e-03 1.0753759364e-04 
1.8615200000e+00 3.4125600000e-03 1.0015678487e-04 
1.8652400000e+00 3.4575200000e-03 1.0142153854e-04 
1.8689600000e+00 3.2173300000e-03 1.0267223737e-04 
1.8726800000e+00 3.1363200000e-03 1.0213894188e-04 
1.8764000000e+00 3.2543700000e-03 1.0501317329e-04 
1.8801200000e+00 3.1823700000e-03 1.0230641403e-04 
1.8838300000e+00 3.1387100000e-03 1.0363021507e-04 
1.8875500000e+00 3.2579700000e-03 1.0981771114e-04 
1.8912700000e+00 3.1928200000e-03 1.0767536085e-04 
1.8949900000e+00 3.1031600000e-03 1.0702138683e-04 
1.8987100000e+00 3.2501900000e-03 1.0566135941e-04 
1.9024300000e+00 3.0818900000e-03 1.0734995314e-04 
1.9061500000e+00 2.9033900000e-03 1.0774901470e-04 
1.9098700000e+00 3.0240600000e-03 1.0958436660e-04 
1.9135900000e+00 3.1304100000e-03 1.1200112985e-04 
1.9173100000e+00 3.1350900000e-03 1.1080672320e-04 
1.9210300000e+00 3.0380700000e-03 1.1323173819e-04 
1.9247500000e+00 2.8131900000e-03 1.1075305932e-04 
1.9284700000e+00 2.8251600000e-03 1.1964604367e-04 
1.9321900000e+00 2.9824900000e-03 1.1752839802e-04 
1.9359100000e+00 2.8588000000e-03 1.1293268639e-04 
1.9396200000e+00 2.9056700000e-03 1.1443421863e-04 
1.9433400000e+00 2.8972400000e-03 1.1757912722e-04 
1.9470600000e+00 2.9295900000e-03 1.2046663442e-04 
1.9507800000e+00 2.8716100000e-03 1.2285610764e-04 
1.9545000000e+00 2.9075400000e-03 1.1934463474e-04 
1.9582200000e+00 2.7844100000e-03 1.1809177390e-04 
1.9619400000e+00 2.6549400000e-03 1.1940445465e-04 
1.9656600000e+00 2.5444000000e-03 1.1690020395e-04 
1.9693800000e+00 2.5296200000e-03 1.2178755382e-04 
1.9731000000e+00 2.4594000000e-03 1.2727960021e-04 
1.9768200000e+00 2.4635100000e-03 1.1894293553e-04 
1.9805400000e+00 2.5726000000e-03 1.1880206282e-04 
1.9842600000e+00 2.6777100000e-03 1.2431371635e-04 
1.9879800000e+00 2.7294300000e-03 1.2607102292e-04 
1.9916900000e+00 2.6069100000e-03 1.2187213288e-04 
1.9954100000e+00 2.4133000000e-03 1.2268284662e-04 
1.9991300000e+00 2.5056500000e-03 1.2414579783e-04 
2.0028500000e+00 2.4540500000e-03 1.2565267023e-04 
2.0065700000e+00 2.3585100000e-03 1.2398826315e-04 
2.0102900000e+00 2.3880700000e-03 1.2625933372e-04 
2.0140100000e+00 2.4763500000e-03 1.3763130971e-04 
2.0177300000e+00 2.2742300000e-03 1.3057175338e-04 
2.0214500000e+00 2.3526000000e-03 1.2800538217e-04 
2.0251700000e+00 2.5241600000e-03 1.3069221752e-04 
2.0288900000e+00 2.4547300000e-03 1.2946309075e-04 
2.0326100000e+00 2.3829000000e-03 1.2969784794e-04 
2.0363300000e+00 2.4588200000e-03 1.2902017670e-04 
2.0400500000e+00 2.3221800000e-03 1.3272221172e-04 
2.0437700000e+00 2.3351700000e-03 1.3905693845e-04 
2.0474800000e+00 2.2315300000e-03 1.3879526229e-04 
2.0512000000e+00 2.1513400000e-03 1.3092141389e-04 
2.0549200000e+00 2.1825200000e-03 1.3688038428e-04 
2.0586400000e+00 2.2015600000e-03 1.4004116840e-04 
2.0623600000e+00 2.1590700000e-03 1.3535841669e-04 
2.0660800000e+00 2.1879300000e-03 1.3175799765e-04 
2.0698000000e+00 2.2111800000e-03 1.3541839947e-04 
2.0735200000e+00 2.3552800000e-03 1.3995746244e-04 
2.0772400000e+00 2.2031500000e-03 1.4894796893e-04 
2.0809600000e+00 1.9937400000e-03 1.4159113305e-04 
2.0846800000e+00 1.9614200000e-03 1.4179077965e-04 
2.0884000000e+00 2.1665900000e-03 1.4198513088e-04 
2.0921200000e+00 2.0064600000e-03 1.4628819127e-04 
2.0958400000e+00 1.9305800000e-03 1.3799970561e-04 
2.0995600000e+00 1.8107200000e-03 1.3959914940e-04 
2.1032700000e+00 1.7546500000e-03 1.4421144588e-04 
2.1069900000e+00 1.8916400000e-03 1.4344303283e-04 
2.1107100000e+00 2.0627000000e-03 1.5191278881e-04 
2.1144300000e+00 2.2116200000e-03 1.5773832365e-04 
2.1181500000e+00 2.2363900000e-03 1.5435127138e-04 
2.1218700000e+00 2.1205600000e-03 1.5539883727e-04 
2.1255900000e+00 1.8556700000e-03 1.4608876640e-04 
2.1293100000e+00 1.6776100000e-03 1.4313598372e-04 
2.1330300000e+00 1.7210500000e-03 1.4780797110e-04 
2.1367500000e+00 1.6328800000e-03 1.6216297332e-04 
2.1404700000e+00 1.4864400000e-03 1.5817139810e-04 
2.1441900000e+00 1.6216900000e-03 1.4929538352e-04 
2.1479100000e+00 1.9089100000e-03 1.5589384931e-04 
2.1516300000e+00 1.8147500000e-03 1.4708399778e-04 
2.1553400000e+00 1.9036300000e-03 1.5243972817e-04 
2.1590600000e+00 1.8710600000e-03 1.6224993188e-04 
2.1627800000e+00 1.7108300000e-03 1.7000934971e-04 
2.1665000000e+00 1.7343600000e-03 1.7081700791e-04 
2.1702200000e+00 1.7504000000e-03 1.5863154499e-04 
2.1739400000e+00 1.9047400000e-03 1.7861689220e-04 
2.1776600000e+00 1.9657500000e-03 1.6367307506e-04 
2.1813800000e+00 1.8858400000e-03 1.6410302346e-04 
2.1851000000e+00 1.7903400000e-03 1.8650964687e-04 
2.1888200000e+00 1.6584500000e-03 1.7320061579e-04 
2.1925400000e+00 1.5837400000e-03 1.5844265447e-04 
2.1962600000e+00 1.4897100000e-03 1.6202429049e-04 
2.1999800000e+00 1.6899800000e-03 1.7738007231e-04 
2.2037000000e+00 1.5011900000e-03 1.7540438635e-04 
2.2074200000e+00 1.2456400000e-03 2.1147677456e-04 
2.2111300000e+00 1.3391900000e-03 1.9813703392e-04 
2.2148500000e+00 1.2936000000e-03 1.6155120959e-04 
2.2185700000e+00 1.4352800000e-03 1.6425417274e-04 
2.2222900000e+00 1.6169000000e-03 1.6869437249e-04 
2.2260100000e+00 1.7154700000e-03 1.7509583647e-04 
2.2297300000e+00 1.5130800000e-03 1.9095887269e-04 
2.2334500000e+00 1.3604900000e-03 2.0517457073e-04 
2.2371700000e+00 1.5173100000e-03 1.9815738078e-04 
2.2408900000e+00 1.7721500000e-03 2.0225953033e-04 
2.2446100000e+00 1.6523900000e-03 1.8327633064e-04 
2.2483300000e+00 1.4039800000e-03 1.7520019950e-04 
2.2520500000e+00 1.4283200000e-03 1.8250240840e-04 
2.2557700000e+00 1.5213000000e-03 1.9900681207e-04 
2.2594900000e+00 1.5724900000e-03 2.3708397550e-04 
2.2632100000e+00 1.4387100000e-03 1.9870130479e-04 
2.2669200000e+00 1.2458300000e-03 2.1523352324e-04 
2.2706400000e+00 1.2623400000e-03 1.9583803057e-04 
2.2743600000e+00 1.3278900000e-03 2.0563147741e-04 
2.2780800000e+00 1.2039600000e-03 2.1528955836e-04 
2.2818000000e+00 9.6440000000e-04 2.1396801139e-04 
2.2855200000e+00 1.3156500000e-03 2.2586490644e-04 
2.2892400000e+00 1.3586500000e-03 2.4688628863e-04 
2.2929600000e+00 1.0859400000e-03 2.2478397186e-04 
2.2966800000e+00 1.0346700000e-03 1.9714184517e-04 
2.3004000000e+00 1.0252200000e-03 2.0127172831e-04 
2.3041200000e+00 9.9608000000e-04 2.0622495602e-04 
2.3078400000e+00 1.0807400000e-03 2.1961203379e-04 
2.3115600000e+00 1.3087500000e-03 2.2908080890e-04 
2.3152800000e+00 1.3080000000e-03 2.4691828167e-04 
2.3189900000e+00 1.4570500000e-03 2.9048008016e-04 
2.3227100000e+00 1.1398100000e-03 2.4401236541e-04 
2.3264300000e+00 1.0152000000e-03 2.1099506938e-04 
2.3301500000e+00 1.1429100000e-03 2.1702803014e-04 
2.3338700000e+00 1.0748200000e-03 2.2417543605e-04 
2.3375900000e+00 1.1904000000e-03 2.4871133203e-04 
2.3413100000e+00 9.8301000000e-04 2.4761321338e-04 
2.3450300000e+00 9.6103000000e-04 2.3936956466e-04 
2.3487500000e+00 1.2083400000e-03 2.6785542639e-04 
2.3524700000e+00 1.2696600000e-03 2.7711288645e-04 
2.3561900000e+00 1.1142900000e-03 2.4210044684e-04 
2.3599100000e+00 1.0850900000e-03 2.6093900297e-04 
2.3636300000e+00 9.1836000000e-04 2.3976575900e-04 
2.3673500000e+00 7.6408000000e-04 2.5933968882e-04 
2.3710700000e+00 1.1002400000e-03 2.5652541187e-04 
2.3747800000e+00 1.2799500000e-03 2.5025517931e-04 
2.3785000000e+00 1.0649100000e-03 2.6959734551e-04 
2.3822200000e+00 1.0058500000e-03 3.2236036102e-04 
2.3859400000e+00 1.0313900000e-03 2.9970667990e-04 
2.3896600000e+00 1.3926200000e-03 2.9851879657e-04 
2.3933800000e+00 1.3449600000e-03 3.0104446853e-04 
2.3971000000e+00 1.2121300000e-03 3.6158478900e-04 
2.4008200000e+00 8.5842000000e-04 3.7997835734e-04 
2.4045400000e+00 9.3130000000e-04 3.8523736552e-04 
2.4082600000e+00 8.7532000000e-04 3.0418644407e-04 
2.4119800000e+00 6.3412000000e-04 3.3270336422e-04 
2.4157000000e+00 9.4809000000e-04 4.3028079333e-04 
2.4194200000e+00 1.6155900000e-03 4.1260382776e-04 
2.4231400000e+00 1.4160500000e-03 5.6543375253e-04 
2.4268600000e+00 8.2169000000e-04 3.7463311949e-04 
2.4305700000e+00 3.6949000000e-04 3.7232598937e-04 
2.4342900000e+00 4.8681000000e-04 4.1639343872e-04 
2.4380100000e+00 4.4385000000e-04 4.2080988510e-04 
2.4417300000e+00 4.8361000000e-04 3.7690840730e-04 
2.4454500000e+00 2.0541000000e-04 3.7899123719e-04 
2.4491700000e+00 5.9787000000e-04 4.0288898757e-04 
2.4528900000e+00 5.3449000000e-04 4.5528734975e-04 
2.4566100000e+00 4.8438000000e-04 5.3338129878e-04 
2.4603300000e+00 4.4983000000e-04 3.9445009979e-04 
2.4640500000e+00 5.1432000000e-04 4.0700161883e-04 
2.4677700000e+00 3.7072000000e-04 4.3388605430e-04 
2.4714900000e+00 1.0913900000e-03 5.0481231165e-04 
2.4752100000e+00 1.0962700000e-03 4.1905693150e-04 
2.4789300000e+00 5.8711000000e-04 4.1756393202e-04 
2.4826500000e+00 6.3484000000e-04 4.2889399110e-04 
2.4863600000e+00 6.6150000000e-04 4.3966830510e-04 
2.4900800000e+00 6.8191000000e-04 4.8151629559e-04 
2.4938000000e+00 8.0434000000e-04 6.3560470555e-04 
2.4975200000e+00 9.3559000000e-04 4.5924910946e-04 
2.5012400000e+00 7.5683000000e-04 4.7410303706e-04 
2.5049600000e+00 2.3041000000e-04 4.6520885256e-04 
2.5086800000e+00 -1.5646000000e-04 5.5051682386e-04 
2.5124000000e+00 3.4750000000e-04 4.5271903234e-04 
2.5161200000e+00 6.8830000000e-04 4.7481996765e-04 
2.5198400000e+00 8.2102000000e-04 4.8727102898e-04 
2.5235600000e+00 7.1145000000e-04 5.1043223450e-04 
2.5272800000e+00 8.0823000000e-04 5.3104752007e-04 
2.5310000000e+00 7.7522000000e-04 6.2562907582e-04 
2.5347200000e+00 -3.3472000000e-04 7.8662151500e-04 
2.5384300000e+00 -5.6675000000e-04 8.7823956030e-04 
2.5421500000e+00 -5.0838000000e-04 7.3536732025e-04 
2.5458700000e+00 -5.6216000000e-04 9.3913700910e-04 
2.5495900000e+00 6.7129000000e-04 1.6201561657e-03 
2.5533100000e+00 -2.3530000000e-05 2.4460113207e-03 
